0939165252	0471426121
0939165252	0791453200
0939165252	0674106539
1590930509	0439078172
1590930509	0899192254
1590930509	0688070450
1590930509	0899193498
1590930509	1577683684
0231096704	0385492286
0231096704	0300080883
0231096704	0140172483
0231096704	0375707409
0231096704	0520078748
1893732290	189373238X
1893732290	1893732398
1893732290	0609805797
0781718791	0071360387
0781718791	0323016774
0781718791	0781735114
0781718791	0721601855
0781718791	0721680178
0471150274	0471203092
0471150274	013061081X
0471150274	0130081779
0471150274	1852331666
0471150274	0070121893
0895872218	1892514656
0895872218	0399151834
0895872218	0767908090
0761116982	1579652395
0761116982	0393020436
0761116982	0767903609
0761116982	0312290233
0761116982	0471287857
0439240751	0439492327
0439240751	0439240727
0439240751	0439240719
0439240751	0439240700
0439240751	0061062499
B000002O8D	B0000061RJ
B000002O8D	B000294SBQ
B000002O8D	B000001Y9Z
B000002O8D	B000002IRC
B000002O8D	B00005NWLO
0618111212	0395816556
0618111212	0395960592
0618111212	061822694X
0618111212	0395698235
0618111212	0618402373
B000056PNC	B00020W0WO
B000056PNC	B0000C8AO7
B000056PNC	B0002WZRUO
B000056PNC	B0000C8AO5
B000056PNC	B0001WTVUC
0787950599	0874777518
0787950599	0071364315
0787950599	014028852X
0787950599	1402200552
0787950599	078795019X
0312199406	0312267568
0312199406	0312316089
0312199406	0312099436
0312199406	0312144075
0312199406	0446674346
B000056PNB	B0002LJTIG
B000056PNB	B00004TJRE
B000056PNB	B0001K2S36
B000056PNB	B0000DIJON
B000056PNB	B00006LPHE
0486268780	0486275507
0486268780	0486401588
0486268780	0486272737
0486268780	0486285537
0486268780	0486264661
B000056PNE	B0002IKSFC
B000056PNE	B0000C8AO1
B000056PNE	B0001WTVU2
B000056PNE	B00013F38U
B000056PNE	B0001Z37IQ
1861007418	1861006098
1861007418	1861007329
1861007418	0764543776
1861007418	1861007191
1861007418	1861007868
0826449379	0889652015
0826449379	0380651939
0826449379	0141301163
0826449379	0440418321
0826449379	0689845332
0590568833	0439568307
0590568833	0439568374
0590568833	0439568412
0590568833	0439568285
0590568833	043956834X
0439420717	0439284899
0439420717	0439284880
0439420717	043924238X
0439420717	0439284864
0439420717	0439188814
B00004W1WI	B000066C27
B00004W1WI	B000008M81
B00004W1WI	B000003QL7
B00004W1WK	B00062P5GG
B00004W1WK	B0002XEDSA
B00004W1WK	B00005QK46
B00004W1WK	B0006Q0XIM
B00004W1WK	B0000072LP
0687054532	0687052130
0687054532	0687069157
0687054532	0764422979
0687054532	0687045479
0687054532	0687083737
0875420532	1567180906
0875420532	0875420516
0875420532	156718099X
0875420532	1567180973
0875420532	1578632617
0613100093	0064400964
0613100093	0064401103
0613100093	0064401111
0613100093	0064405478
0613100093	0064405451
6303360041	B00000JRW5
6303360041	630290899X
6303360041	B0000DD780
6303360041	B000083C8K
6303360041	B000062XF1
0393971694	0393971708
0393971694	0393090906
0393971694	0195122321
0393971694	0136081924
0393971694	039395272X
0026879077	0026879018
0026879077	1930288034
0026879077	1930288018
0026879077	1576906779
0026879077	193028800X
0966723821	0972252207
0966723821	0963837281
0966723821	0471346683
0966723821	0553381628
0966723821	0812930665
0689846088	068984607X
0689846088	0689850271
0689846088	0689848218
0689846088	0689848226
0689846088	0689851634
0273651870	0273676601
0273651870	0131914359
0273651870	0131000691
0273651870	053438367X
0273651870	013144073X
0393037622	0393050750
0393037622	0521566681
0393037622	0192802674
0393037622	0393319806
0393037622	157912156X
0810114275	0553278339
0810114275	0933029012
0810114275	157230376X
0810114275	157224044X
0810114275	0829409378
0415925398	0804746931
0415925398	0333963415
0415925398	069100840X
0415925398	0195063953
0415925398	0521627249
B0000060T5	6303953344
B0000060T5	630395331X
B0000060T5	6303953328
B0000060T5	6303953301
B0000060T5	6304159927
157281196X	1572812575
157281196X	1879181940
157281196X	1879181827
157281196X	1879181894
157281196X	1401903010
0375803394	037580336X
0375803394	0375826416
0375803394	0061066249
0375803394	0375827544
0375803394	037582409X
0113300174	0113308655
0113300174	0113308779
0113300174	0113308663
0113300174	0975568604
0113300174	011330014X
0786863919	0786853808
0786863919	1887140492
0786863919	0786885270
0786863919	1562829254
0786863919	0786854065
0312982178	0312978340
0312982178	0312330898
0312982178	0312277598
0312982178	1569473412
0312982178	1569472424
0874850037	0874850908
0874850037	0688100120
0874850037	0060958138
0874850037	0966187202
0874850037	0688162193
0811726371	0743255542
0811726371	1403303193
0811726371	0962622826
0811726371	0965748367
0811726371	1401086276
1884997015	1884997031
1884997015	1884997058
1884997015	1573227153
1884997015	0517543052
6304286961	0783233485
6304286961	0679726225
6304286961	6305603847
6304286961	1592400647
6304286961	0679734627
0140430407	0140186867
0140430407	0553211439
0140430407	0451527569
0140430407	0553211587
0140430407	0140390308
B000063W82	156949407X
B000063W82	B0000033XO
B000063W82	1569494096
B000063W82	B0000033XL
B000063W82	B00005JKTY
0415157528	2831571979
0415157528	0415224373
0415157528	0781802822
0415157528	0764110209
0415157528	2035420350
0671727737	0671746693
0671727737	0425157547
0671727737	0425138232
0671727737	042517607X
0671727737	0425148289
1566913810	0897323270
1566913810	1566914027
1566913810	0881504548
1566913810	0762722460
1566913810	0762701641
037575380X	1555530249
037575380X	1555531288
037575380X	0807009199
037575380X	0393956008
037575380X	048628512X
039572774X	006270107X
039572774X	0844204625
039572774X	0590381571
039572774X	0844257796
039572774X	0764119826
0310485002	0310500818
0310485002	0310250005
0310485002	0830822763
0310485002	1576832201
0310485002	0830819711
042515517X	0425161021
042515517X	0425146707
042515517X	0425176312
042515517X	0671725319
042515517X	0425184250
B0000646IJ	B000001GB8
B0000646IJ	B00023GGHQ
0071402306	0967498139
0071402306	076455364X
0071402306	0966889924
0071402306	0471394815
0071402306	0595169252
0787958743	1886624089
0787958743	0397554168
0787958743	1560535253
0787958743	0875847471
0787958743	0787955965
